"","baseMean","log2FoldChange (cortex over medulla)","lfcSE","stat","pvalue","padj"
"GLUL",3450.39566694404,-0.50948187100142,0.166460999639012,-3.06066809706948,0.00220843754268555,0.0116271059655238
"TEDDM1",1.25788419178366,0.326703276208661,0.729385328322991,0.447915886873979,0.654213902338498,NA
"RGSL1",0.176191576773092,0.0204677898206429,0.510700864755904,0.0400778444548468,0.968031065171198,NA
"RNASEL",392.338188871559,0.152442868970812,0.156177540997044,0.976087009678924,0.329021348187437,0.52125883951048
"RGS16",124.91556668431,0.137400746703804,0.327322267222312,0.419772073161413,0.674651967997526,0.807684838483128
"LOC284648",2.71437506441829,-0.754587032069216,0.681736173327185,-1.10686077927549,0.268354125288615,0.455871401453329
"NPL",668.042694581032,2.97386163515311,0.361987277389824,8.21537612204686,2.11500285225389e-16,3.28664728945485e-14
"DHX9",3006.943525052,-0.209021939308915,0.11895946602194,-1.75708538629758,0.0789032562356184,0.193038738183178
"LAMC1",2900.13681592413,-0.428249003785353,0.152608738383538,-2.80618926754426,0.00501312370882504,0.0228112856655343
"LAMC2",343.214693393287,-1.36781533206707,0.258471710168768,-5.29193439070744,1.2102931496152e-07,2.43301230692665e-06
"NMNAT2",9.95040202537877,1.50271949229458,0.493911698641664,3.04248612945856,0.00234632630485351,0.0121891931676921
"SMG7-AS1",2.52975833784893,-0.484757670179931,0.690356674397964,-0.702184375348686,0.482564188352026,0.662863117602579
"SMG7",1264.47347351362,0.143536304400381,0.145379927727219,0.98731858410126,0.323486482925976,0.515851021380544
"NCF2",78.5896254835008,0.178003165646265,0.24075021706351,0.739368661085394,0.459683166726688,0.643267324507473
"ARPC5",688.623827868371,-0.108440320771448,0.141289057345946,-0.76750686010971,0.442780216029187,0.629173327901813
"RGL1",1134.83327080575,1.31826840632602,0.242154049361087,5.44392468267294,5.21192643206172e-08,1.14662381505358e-06
"COLGALT2",36.3578454316894,1.00853080700607,0.312756613602371,3.22465061694357,0.00126126491193259,0.007305327842122
"TSEN15",238.814171642537,-0.304767003208865,0.185186868319184,-1.64572685944219,0.099820006535449,0.228673888845687
"C1orf21",351.354324694804,-0.607391647442717,0.229325949051663,-2.64859537245775,0.008082703964645,0.0336507215878693
"EDEM3",1277.18632541885,-0.0333240884660055,0.163456831694971,-0.203870882118846,0.838454399887103,0.911552861548988
"FAM129A",376.61698584786,-0.668609966458545,0.289117516048858,-2.31258892783776,0.0207452508611284,0.0706882392098901
"RNF2",277.745854088094,-0.426715495373597,0.170064059350449,-2.50914565372257,0.0121023570344019,0.0464298789576013
"TRMT1L",553.562093728568,-0.0936410403483803,0.144510665494107,-0.647987053607466,0.516993323831225,0.690814509021543
"SWT1",262.974051426978,-0.305701555979285,0.157417766791578,-1.94197619627037,0.0521399820286426,0.142524200491529
"IVNS1ABP",5193.52175300671,-0.250919209202773,0.136911589832207,-1.83270977650824,0.0668457426223968,0.17109014909105
"HMCN1",576.740407626506,-0.929001179912596,0.269943850818682,-3.44146079673656,0.000578582304744505,0.00383891613924005
"PRG4",2.02811072017238,-0.782296073433832,0.718432897654614,-1.08889233216868,0.276201368013646,0.464566857289511
"TPR",3247.96407685762,-0.270861432534885,0.14254527820951,-1.90017821661394,0.0574097359346852,0.152894808161199
"C1orf27",701.661592856737,-0.348043386122194,0.166773894942158,-2.08691765724428,0.0368955784885941,0.109523260583183
"OCLM",23.7824270131171,0.175680995176538,0.367019544807696,0.478669317920352,0.632173896528667,0.777950153606391
"LOC102724919",21.3216373210535,0.195341273931227,0.360316943547883,0.54213735276445,0.587723888429326,0.743771570284786
"PTGS2",188.802997649977,-1.30299467537334,0.32028488189477,-4.06823658882981,4.73702711696125e-05,0.000457803509131793
"PACERR",2.56924273768488,-2.18397140208622,0.728157908807185,-2.99931014368002,0.00270591707178714,0.0137187613323646
"PLA2G4A",334.682051319638,-2.01814170281954,0.245227724727976,-8.22966369344334,1.87739780443754e-16,2.98857309031602e-14
"LINC01036",4.06313342470318,0.257008501329534,0.65429623326686,0.392801438037181,0.694466142468909,0.821065833769306
"BRINP3",60.5524474474278,-0.967319259702559,0.397865410279816,-2.43127257285887,0.0150458908044356,0.0549316692058268
"LINC01351",1.69567228770119,-0.959521757733047,0.734037053201569,-1.30718436289831,0.191150104944026,NA
"RGS18",22.2024565185054,-0.315092847235434,0.434492450023101,-0.725197520045933,0.468330864048314,0.650579518841149
"RGS1",59.864987944985,0.700506876452246,0.384532479073028,1.82171055652027,0.0684989153392621,0.174137725570339
"RGS13",0.921711227913815,-0.284989203134651,0.694175332596561,-0.410543546784715,0.681407266003231,NA
"MIR4426",710.555270052523,0.185858489250491,0.154647107880823,1.20182324646977,0.229432016814405,0.409281968770595
"RGS2",302.307309057732,-0.852605155090533,0.229875553746835,-3.70898575857056,0.000208091130521514,0.0016356581034168
"LINC01032",3.00926290233041,-0.168653387824422,0.677952410372349,-0.248768770851915,0.803539649060641,0.891153006434854
"UCHL5",537.979542362499,-0.243126517511191,0.152918793757512,-1.58990606410828,0.111855980560527,0.248202640455021
"TROVE2",904.643929639359,-0.270514072991654,0.147363768517172,-1.83568916371823,0.0664036415184595,0.170292508307981
"GLRX2",72.96732852915,0.00503384209708345,0.254312021596942,0.019793960448561,0.984207735804826,0.992060614497091
"CDC73",976.254144304054,-0.0849211220932367,0.132115274005912,-0.642780501590123,0.520366536869285,0.693425767340532
"MIR1278",1.40990647885789,-0.155630549503374,0.730124446483143,-0.2131561958417,0.831205133718833,NA
"B3GALT2",29.3742974020947,0.537118294342814,0.419787888015005,1.27949926540905,0.200721298132386,0.37376348239963
"LINC01031",3.14739157971194,0.944416669273241,0.677054907110089,1.39488933520082,0.163049213629202,0.324738439920636
"KCNT2",116.821181955976,0.128959364936138,0.343754296364954,0.375149827361649,0.707549041649959,0.830586197880492
"MIR4735",0.984491469948733,0.361963537540127,0.720458889989546,0.502406927819822,0.615381306829454,NA
"CFH",791.394975703461,0.300707532055524,0.290860543972045,1.03385467120774,0.301204108636572,0.492707539387211
"CFHR3",4.67509979333888,-0.117735322996544,0.601765395728418,-0.195649872578713,0.844884221893586,0.915435397303769
"CFHR1",73.4879405555395,0.410767694342817,0.468826912911616,0.876160653388634,0.380942703305152,0.574332650397695
"CFHR4",2.3529252159374,0.346915369223643,0.734045251209041,0.472607606482353,0.6364931546877,0.781371005036689
"ASPM",25.2346475749205,0.139404091803744,0.348198479635902,0.400358128931274,0.688892759293745,0.817386997150135
"ZBTB41",879.535966941542,-0.190203098948257,0.159023082748904,-1.19607226611615,0.231668359329499,0.411924400008281
"CRB1",16.5973137661892,0.234285934672501,0.403715413010954,0.580324473928727,0.561695826187224,0.725043952237839
"DENND1B",1120.28031558024,-1.02863734849345,0.144757530141329,-7.10593326294788,1.19512157874972e-12,8.44782689960995e-11
"C1orf53",11.266362989173,-1.00485974971751,0.481555987480632,-2.08669350156906,0.0369158490707561,0.109566822010824
"LHX9",0.499099841880786,-0.132546734508559,0.617880250892036,-0.214518483666052,0.830142754562842,NA
"NEK7",1224.21682859585,-0.353885087186315,0.154270056525518,-2.29393244001163,0.0217943797066134,0.0735825715357755
"ATP6V1G3",156.58534225797,1.1205245918221,0.327692728443837,3.41943685214896,0.000627508953962524,0.00411061402428445
"PTPRC",453.755018023546,0.335555511835758,0.269034129154175,1.24726001452203,0.212302173771872,0.389038517777562
"MIR181A1HG",14.883694449179,-0.0771900663900947,0.449159827229037,-0.171854341618877,0.863552042552755,0.926317035307368
"MIR181B1",1.35867290807687,-1.22904181236085,0.724354680187539,-1.69674034830926,0.0897457608513186,NA
"MIR181A1",1.30654906950323,-0.495956833759773,0.733852016176472,-0.675826764561901,0.499150639602732,NA
"NR5A2",52.3460433761124,-1.74535065452328,0.454922805531276,-3.83658641268816,0.000124756311321846,0.00105791623026494
"LINC00862",11.894578004404,1.00592159871415,0.453041762072033,2.22037278442823,0.0263934729072636,0.0849415186594711
"ZNF281",457.990155747938,-0.018881898443019,0.159262986600299,-0.118557982906642,0.905625555273823,0.950428706236879
"KIF14",8.85071501869224,-0.290833204105451,0.506953706560813,-0.573687893670747,0.566179022095747,0.727747997940965
"DDX59",269.172955311416,-0.0219480388945525,0.165319640815654,-0.132761230222043,0.894382216673229,0.943708620705085
"LOC101929224",1.44049473654737,0.671845971948878,0.734090771218068,0.915208307051854,0.360082284468495,NA
"CAMSAP2",1438.01433307427,-0.449839796809185,0.146479294307344,-3.07101286182692,0.00213333961032922,0.0113243465100518
"C1orf106",502.654899597976,1.66538044047184,0.300092262117251,5.54956142061786,2.86387126184242e-08,6.73164457465482e-07
"KIF21B",49.0586200953578,0.419304989454984,0.287967254016004,1.45608566115535,0.145368940866562,0.298200509394162
"CACNA1S",17.6015850422612,1.782436633715,0.472698013320691,3.77077242443528,0.000162743035041928,0.0013260543596009
"ASCL5",0.167741126974686,-0.420936666102627,0.50358745389046,-0.835875998996171,0.403224665941461,NA
"TMEM9",730.017281997325,0.372458287101744,0.18523751488459,2.01070656413092,0.0443564602858903,0.12623539133688
"IGFN1",7.84405134795895,1.10636183953955,0.539620062618743,2.05026075971017,0.040338991626409,0.117482888003137
"PKP1",15.5025312307404,0.660011642182507,0.426472338213526,1.54760715536034,0.121716907621637,0.263872543490814
"TNNT2",152.789650251832,3.06328007808321,0.418307347723447,7.3230367450022,2.42421385109385e-13,1.98602959014299e-11
"LAD1",795.146639263587,0.421130234009361,0.292278712222431,1.44085154477097,0.149626627760387,0.304985360352735
"TNNI1",52.3030381141389,2.10474353175619,0.692618083774234,3.03882266585788,0.0023750461396863,0.0123090003745521
"PHLDA3",91.4425111797158,-0.298706064070877,0.268050866378067,-1.1143633598616,0.265123335416235,0.452463602148512
"CSRP1",1769.73439935316,-0.515262925803532,0.186333746642482,-2.76526896006747,0.00568758791677978,0.02528103777765
"RPS10P7",15.2617414437062,-0.208340978890184,0.457378735853999,-0.455510854699395,0.64874176023399,0.789653342371101
"NAV1",627.396848780666,-0.516599169490459,0.245710744028183,-2.10246878513055,0.0355122312370791,0.106514933765626
"IPO9-AS1",1.61873473648697,0.349330267688247,0.722707083694613,0.483363558445292,0.628837618337081,NA
"MIR5191",2.82956420842046,-0.983380433424248,0.685458818170335,-1.43463094697526,0.151392291071753,0.307502275451801
"MIR1231",0.92274542207901,0.185857379584704,0.72255047527125,0.257224077688043,0.797005797884883,NA
"IPO9",1212.80066601814,-0.223932167409298,0.147091931703654,-1.522395992871,0.127909888282896,0.272523772910493
"MIR6739",3.14338937004175,0.1630883798241,0.709368108191283,0.229906557598051,0.818164380584623,0.899214576645661
"SHISA4",89.6723180410732,-0.626246037911896,0.224161595948389,-2.79372581758422,0.00521046357139783,0.0235614034013786
"LMOD1",370.905497133613,-1.447913915242,0.352961263934283,-4.10218928588034,4.09259244248397e-05,0.000404099647119698
"TIMM17A",475.911334989062,-0.156152556090086,0.164747122765475,-0.947831764639535,0.343215106865704,0.536306635673423
"RNPEP",703.220527471944,0.428596195807699,0.210202908609526,2.03896415441073,0.0414536051989121,0.119965764783076
"MIR6740",0.841432173833599,0.181459290940116,0.718537695384039,0.252539695698401,0.800623935414241,NA
"ELF3",1883.91095424775,0.0256037331416327,0.234111974049365,0.109365329328409,0.912912731947758,0.953609260790891
"GPR37L1",0.78860502697831,0.281970879873266,0.708412388841589,0.398032112812639,0.690606514636416,NA
"ARL8A",385.216017297749,0.579858017089063,0.210656769958573,2.75261990014893,0.00591204930834264,0.0261186654912791
"PTPN7",42.3021879668378,1.77863809648366,0.383926514621501,4.63275660509447,3.60828668435363e-06,4.92286850157358e-05
"PTPRVP",6.6372725312766,0.221769947021689,0.590664464596429,0.375458420667329,0.707319563848687,0.83044414823753
"LGR6",9.20479781093579,0.0774242992531976,0.495463543382771,0.156266389903451,0.875823047813068,0.93292069833203
"UBE2T",20.8282243489224,-0.581431493532245,0.3782614076055,-1.53711555512065,0.124265014432091,0.267586087528372
"PPP1R12B",1868.33713140545,-0.220375006900153,0.250144404082026,-0.880991152725885,0.378322608606506,0.571570731212607
"SYT2",6.10383222348139,0.51801435556702,0.676717800288188,0.765480611484459,0.443985407400717,0.630240060677846
"KDM5B",1123.47880606174,-0.508229152229169,0.149353242075866,-3.4028665542527,0.000666828409243977,0.00432048320747752
"PCAT6",5.1905821037008,0.861437912236704,0.601777674800198,1.43148865155677,0.152290217129203,0.308743264794967
"LOC148709",71.6373851580919,2.11960492212477,0.451201600660288,4.69768927907823,2.6312130911466e-06,3.73597913884339e-05
"RABIF",129.948895987891,0.175952451807351,0.191953124019973,0.916642814258351,0.359329841295376,0.552175762087242
"KLHL12",794.663143653718,-0.130298584043604,0.130148969951286,-1.00114956032594,0.316754507734587,0.508949061336224
"ADIPOR1",1233.59564623803,-0.139184908709687,0.148671532544728,-0.936190717397853,0.349175001665261,0.54226257396937
"CYB5R1",695.936985809287,0.0755253438844547,0.171990934543923,0.439123981067544,0.660571703560396,0.797848117797739
"LOC100506747",0.89988836157727,-0.305516588915656,0.717404607553704,-0.425863711633306,0.670207158630102,NA
"TMEM183A",721.469621526143,-0.158063441721854,0.132492071447122,-1.19300302271248,0.232868189240451,0.413527947154729
"PPFIA4",117.296812801309,1.65676938068866,0.260413275103358,6.36207727901386,1.99043246497945e-10,8.30973724185449e-09
"ADORA1",89.1034463412213,1.7305424867843,0.426824320158976,4.05446082861384,5.02500696354614e-05,0.00048065283999137
"MYBPH",13.3769387776765,0.0689653584889832,0.469692679845818,0.146830813951842,0.883265562257512,0.937260985746916
"CHI3L1",215.65151074189,3.00092502981896,0.393172840756471,7.63258475342582,2.30093088576595e-14,2.3711698285946e-12
"CHIT1",1.43316814589864,-0.616427792620995,0.733899421624161,-0.839934975363252,0.400944846025515,NA
"LINC01353",2.68475848532695,-1.26623813768086,0.723938993433274,-1.74909508835232,0.0802745841096592,0.195421653222321
"LINC01136",5.44042857448495,0.0980127697000015,0.6654023114386,0.147298511013732,0.882896407699172,0.937072401493375
"BTG2",1140.04159066664,-0.166349239750439,0.278592423193578,-0.597106115965158,0.550436534857516,0.716449335405848
"FMOD",302.923365932268,-1.72497539031567,0.238104113614039,-7.24462658008427,4.33632262239825e-13,3.38267716918557e-11
"PRELP",591.335417397141,-2.07150580327198,0.297081658400721,-6.97284987038079,3.10584017904143e-12,1.94911380466767e-10
"OPTC",0.20685605997265,0.0588394369704927,0.519601031942617,0.113239646100223,0.909840564756335,NA
"ATP2B4",1838.1497735435,0.299784081988546,0.199292938809909,1.50423835274208,0.132520005821617,0.279101174734888
"SNORA77",3.20363742935406,0.235595512118316,0.666873395440823,0.35328371731276,0.723875751233612,0.841056682242708
"LINC00260",17.9632986588944,0.037294774879854,0.423848514433714,0.087990811834464,0.929883978910862,0.962964059262034
"LAX1",9.78281433732919,1.30812496146614,0.535821778100508,2.44134339985853,0.0146327331253243,0.0538247068558801
"ZC3H11A",3576.20935539264,-0.26223279618487,0.128313766046608,-2.0436840431417,0.0409847705931605,0.118903809188633
"ZBED6",1473.86130231991,-0.290086781195598,0.145371957401151,-1.99547963982565,0.0459905925824042,0.129829267987813
"SNRPE",275.51519738246,-0.278334303913511,0.164026498694434,-1.69688621124579,0.0897181754033625,0.212262188786592
"SOX13",706.792268043279,-0.225891596741487,0.228068881500448,-0.990453389587229,0.321952560676194,0.514077733639273
"ETNK2",1597.50160284814,2.30141910368096,0.546512970024298,4.21109695453091,2.54133639713066e-05,0.00026810003586109
"LOC101929441",0.475013896995746,-0.030794512943692,0.558644788544723,-0.0551236019294338,0.956039993108241,NA
"REN",498.915715681112,2.46835753324882,0.659718871513077,3.7415293693018,0.0001829037978023,0.00146412770276739
"KISS1",1.39526601582753,0.274902150097782,0.729361412420012,0.376907998444366,0.706241977158818,NA
"GOLT1A",75.7884474459524,0.814599230093002,0.273736510087609,2.97585159477737,0.00292176214700976,0.0146176607174162
"PLEKHA6",2201.86482178113,0.61803115779644,0.240145564395638,2.57356890747413,0.0100655601102153,0.0400576558857756
"LINC00628",8.1452863030622,0.931739171166123,0.528751207194597,1.76215043765037,0.0780438834144761,0.19156314870947
"PPP1R15B",1239.09857909534,0.0989034495396436,0.132500485241074,0.746438394996795,0.455402632885371,0.64020559677596
"PIK3C2B",694.340949547779,-0.495252173677146,0.220776219371034,-2.24323151781502,0.0248818888524998,0.0813470335167716
"MDM4",1897.10508580061,-0.105326583328368,0.195835466433911,-0.537832014018321,0.590693027965957,0.746130539163502
"LRRN2",270.404113578417,0.965948398896872,0.209307724165219,4.61496775978697,3.93156342945555e-06,5.31997318235934e-05
"NFASC",1952.13670792007,1.38475173896344,0.184324276883395,7.5125846816122,5.79712180922844e-14,5.53695829388746e-12
"CNTN2",2.34883855215302,0.0378119366344621,0.697565003042413,0.0542056101862138,0.956771350975929,0.977744418168512
"TMEM81",35.8549393832345,0.692484847194126,0.301881999979564,2.29389247202882,0.0217966759401174,0.0735825715357755
"RBBP5",608.00237232577,0.327974383303368,0.132634701497691,2.47276451486625,0.0134072454296714,0.0503575418210179
"DSTYK",817.547569564897,0.0369486847201041,0.144627097527888,0.255475532259641,0.798355839172793,0.887641194512826
"TMCC2",70.8445008730434,-1.57876381467314,0.286494362271637,-5.51062786071945,3.57555964899574e-08,8.16913161345817e-07
"NUAK2",672.447884918156,-0.03064943318291,0.240117525247667,-0.127643466053954,0.898431131521709,0.946429308398077
"KLHDC8A",3.21345248608049,-0.667187418049396,0.678636429040668,-0.983129389314604,0.325543761470215,0.51792856501071
"LEMD1-AS1",0.384481503343218,-0.246841501438182,0.557610860764473,-0.442676997180018,0.657999382944473,NA
"LEMD1",2.32547800870672,0.758543542637038,0.728025650107028,1.04191870509717,0.29744937111508,0.489085468500868
"BLACAT1",14.9094694771503,-0.342616537024646,0.460994964495792,-0.743211018366283,0.457353933536516,0.641218025847182
"MIR135B",0.546650686481112,-0.476549094989291,0.632074949961225,-0.753943966642761,0.45088286857803,NA
"CDK18",768.408233086353,0.454411896132881,0.353514176826766,1.28541350225838,0.198647825362289,0.371137826392521
"LOC284578",332.650348795544,-0.286557058932696,0.356441043031068,-0.803939570190629,0.421431875729606,0.611232305687828
"MFSD4",2765.13608930017,-1.81369655215965,0.320927987124684,-5.65141285560429,1.59134359497879e-08,3.99980841972847e-07
"ELK4",2158.40580792676,-0.237605580171321,0.135300349201196,-1.75613427144962,0.0790654845192063,0.193367747550095
"SLC45A3",123.855912006967,-0.0406776809417623,0.265758298272007,-0.153062693455871,0.878348835458121,0.93432227947357
"NUCKS1",4582.70738081553,-0.382302029356167,0.129513607064121,-2.95182906277093,0.00315897754133718,0.0156115043562297
"RAB29",1378.91118781622,1.43865378772744,0.285264951096345,5.04321958305194,4.57763424752006e-07,8.03857206873927e-06
"SLC41A1",1100.20046537659,1.21882795224402,0.245194069138909,4.97087044774121,6.66529775592112e-07,1.11830788398402e-05
"PM20D1",64.949762431993,3.75241089709362,0.398921011303788,9.40640074291817,5.1341722823182e-21,1.62140473044823e-18
"LOC284581",161.815889904819,0.0811175615881322,0.281909619439733,0.287743148848007,0.773543358162431,0.87301740462392
"SLC26A9",240.124805074327,1.67408136805775,0.453362513349895,3.69258886379459,0.000221982736301553,0.00172682637138832
"LOC103021296",3.24868307527969,0.426672280903407,0.680867981165265,0.626659341761355,0.530882560729588,0.701154049392052
"LOC103021295",118.067638290155,-0.167825504462478,0.223761329073907,-0.750020144933293,0.453242572058427,0.63849155622136
"RAB7B",7.43437539638997,-0.125622465813655,0.56843947254508,-0.220995324711009,0.825096073327537,0.903102955744261
"CTSE",2.79165344011901,0.357582124641136,0.725497103699665,0.492878776245486,0.622098244437332,0.769662809685514
"C1orf186",376.898501455728,0.373144345066321,0.290710142318023,1.2835614956224,0.199295429538876,0.372113067910363
"AVPR1B",4.02951890689098,-0.0802915941034392,0.684931981328031,-0.117225646184253,0.906681244310642,0.950924996711252
"FAM72A",5.60180154718778,0.322529013325745,0.548492827522994,0.588027768352583,0.556513654396813,0.720670459860423
"SRGAP2",806.930647724144,0.862622568591203,0.153377073963662,5.62419497450822,1.8637505415168e-08,4.60179515799482e-07
"IKBKE",95.0989061802899,0.14669389080122,0.222621870173605,0.658937465069469,0.509935926353422,0.685422217203268
"RASSF5",90.0956570692708,0.386025152180533,0.241898898532419,1.59581194673691,0.110530785206355,0.245808890667776
"EIF2D",650.808347078981,-0.0361238667111002,0.13859559574947,-0.260642241304688,0.794368411409701,0.885344575102569
"DYRK3",101.314363639926,0.293795347392771,0.239460853577209,1.22690344999561,0.219858881724587,0.398086136973589
"MAPKAPK2",1475.75254169671,0.562550193989224,0.198607205595055,2.83247625534906,0.00461889965112798,0.0213448324685121
"IL10",2.79391255410875,0.33674407884913,0.689452589861949,0.488422385818519,0.625250688799164,0.772391702630134
"IL19",0.792180605920697,0.695497907885141,0.652966031347561,1.06513643052733,0.28681419549477,NA
"IL20",0.424089326240789,0.28070394703943,0.555499235139468,0.505318332200681,0.613335268955139,NA
"IL24",0.800261763281584,-0.611200416518733,0.564766616889249,-1.08221767760503,0.27915581531952,NA
"FCMR",20.4699379918933,1.52249940398675,0.466585727236445,3.26306467410481,0.00110214365045025,0.00657725470155925
"PIGR",7940.77422752128,1.9513755238795,0.317122263567082,6.15338545433508,7.58461628391531e-10,2.73783519640641e-08
"FCAMR",920.535166070371,2.23732603304793,0.647981047508805,3.45276461657242,0.00055487295284321,0.00371941541138996
"C1orf116",260.118507231777,-0.461195048549139,0.229406197636558,-2.01038617657487,0.0443903323864207,0.126295075287143
"YOD1",347.566434766692,0.041096428741637,0.163286074240243,0.251683610698924,0.801285626060892,0.889509726628431
"PFKFB2",2397.96816533975,0.728209499249236,0.262069757673626,2.77868574273315,0.00545792992734069,0.0244434023917012
"C4BPB",6.22516154482011,0.331134968794922,0.575628977755218,0.575257642668113,0.565117063611327,0.726950041057324
"C4BPA",2.39473494254697,-1.15900361054047,0.725903499933253,-1.5966359311493,0.11034688470235,0.245577631560811
"CD55",428.335473681957,-0.745271564728342,0.20204407454544,-3.68865836033578,0.000225439691674158,0.00175163062023016
"CR2",121.59708369191,2.80116528374182,0.676910661071379,4.13816097874464,3.50100706993742e-05,0.000352269509048882
"CR1",596.436926783843,2.27471459642413,0.24345545216484,9.34345308842768,9.32424528304154e-21,2.80874957910698e-18
"CR1L",59.9429191799754,0.0600806117114973,0.375315826696752,0.160080144342118,0.87281794198054,0.931322904848991
"CD46",4350.36466156632,-0.512207773317737,0.136639416925724,-3.74860918497749,0.000177817922965058,0.00143278803771845
"MIR29C",33.4975496744477,-0.164385871285664,0.380689485974144,-0.431810904535538,0.665878853444226,0.80137326620975
"MIR29B2",11.3708650805748,-0.51972404254343,0.522563882208316,-0.994565564591098,0.319947602516943,0.512230094626471
"LOC148696",0.338406428500254,0.187350483873557,0.543373181531685,0.344791554388911,0.730251082813162,NA
"CD34",716.87339699556,-0.0350649719041625,0.216996835325552,-0.161592088896393,0.871627087580174,0.93080541127781
"PLXNA2",751.662328591873,-0.361369061596671,0.243106203004214,-1.48646582082649,0.137155950988758,0.286607632909272
"MIR205HG",2.94879437384828,-1.34981113095553,0.717808610194034,-1.88046104739626,0.0600452703209562,0.157979896920763
"MIR205",0.606559489600506,-0.353752195090461,0.562655604491027,-0.628718868641613,0.529533122984598,NA
"CAMK1G",79.5136277609574,-1.43073325754009,0.255584225219626,-5.59789343927878,2.16972041068276e-08,5.25131342906904e-07
"LAMB3",237.092618132542,-0.892372973586272,0.261606776817527,-3.41112330667454,0.000646958267885689,0.00421405285602189
"MIR4260",3.52939036023319,-0.559438845196439,0.63693058886651,-0.878335653798672,0.379761592573781,0.572904844949121
"G0S2",272.322460865503,0.175264972079327,0.167821888600813,1.0443510887678,0.296322984105747,0.488178715085446
"HSD11B1",108.604874909368,-3.52367367592845,0.291808617218073,-12.0752899949324,1.42660421182644e-33,1.86219403117078e-30
"TRAF3IP3",43.2793353139833,1.08896786584852,0.308127414775044,3.53414793241798,0.000409092042369424,0.00287890131818735
"C1orf74",105.972305084507,0.449120968390538,0.244501248594135,1.83688619576772,0.0662266975628202,0.170069632893616
"IRF6",800.711827050049,0.169978973343642,0.159154841640572,1.06801006863187,0.285515970029078,0.475697982740754
"DIEXF",409.362039897375,0.0279401212321958,0.166353819928862,0.167955994302649,0.866617898660089,0.928095961043841
"SYT14",13.8499541604149,0.56632441897814,0.611440123610674,0.9262140267045,0.35433476446275,0.547021579135901
"SERTAD4-AS1",19.6182707728114,-0.962545539292668,0.452685216941885,-2.12630212622171,0.0334781111321917,0.101896691429864
"SERTAD4",58.5093129920674,-1.67009179511658,0.335930810458448,-4.97153503972259,6.64248558087677e-07,1.11543625792082e-05
"HHAT",204.999091602887,-0.241376003233909,0.189767543633546,-1.27195619763105,0.203388682831248,0.377438196363932
"KCNH1",19.6502248738069,-0.355338141197547,0.523132723759408,-0.679250456067759,0.496979182418723,0.674769599317565
"RCOR3",1012.76751823192,-0.510295146265386,0.156901954563214,-3.25231860677551,0.0011446763262528,0.00676101431916432
"TRAF5",282.363384591108,-0.487604887042368,0.21892075997601,-2.22731223432534,0.0259264134367246,0.0838380140530252
"LINC00467",69.2705325027225,0.114063440913147,0.271865836905523,0.419557831213583,0.674808499186931,0.807822842631456
"RD3",0.191623884038938,-0.00242419326249727,0.516896264654907,-0.00468990284562363,0.996258012645436,NA
"SLC30A1",385.899895248561,0.133071620316928,0.203642443956942,0.653457195519928,0.513461576134335,0.68806411421056
"LOC105748977",0.743116209668277,-0.48910235686951,0.608884305566583,-0.803276340674256,0.421815029683447,NA
"NEK2",2.93801659186426,-0.258635093166321,0.73065243608123,-0.353978280772567,0.723355160225183,0.840701254657155
"LPGAT1",1412.00947544904,0.181181150046231,0.20964457162194,0.864230104526446,0.38746149770444,0.580628817163091
"INTS7",295.17648247227,-0.200299264129334,0.161373949146522,-1.2412118882179,0.214527484265806,0.391759759552741
"DTL",11.2190710956261,-1.12575983499152,0.480685894928628,-2.34198641330775,0.0191814131820411,0.0663554894177324
"RPL21P28",253.971112995454,0.229247823277929,0.333734699436859,0.686916355011211,0.492135439964587,0.67107820283492
"LOC101929541",7.30291629650976,-0.110737907157251,0.529164028019697,-0.209269529472114,0.834237837095162,0.909283948470456
"PPP2R5A",987.151451142342,-0.206548314486728,0.141355549431453,-1.46119706879204,0.143961367236331,0.296462302323029
"SNORA16B",9.46452972581575,-0.226837893604698,0.499770063431969,-0.453884516505411,0.649911948384363,0.790537115572208
"TMEM206",230.646022709483,0.916987969762437,0.276901212978244,3.31160690810872,0.000927617888332889,0.00567903098581335
"NENF",465.498462734643,-0.0488135838021037,0.189570857499123,-0.257495189113282,0.796796528665582,0.886699069191242
"ATF3",203.384072511904,-0.0235918994331237,0.406170751411485,-0.0580836984227431,0.953681959243325,0.975656657191301
"FAM71A",1.05835422358421,0.634486510887422,0.678029333377383,0.935780326386372,0.349386302862287,NA
"BATF3",11.5199965609358,0.127979012464509,0.446142907413946,0.286856543806412,0.774222165691605,0.873481417703349
"NSL1",562.622059790795,-0.189240109214067,0.149244607344286,-1.26798624473926,0.204802862787742,0.3791297407737
"TATDN3",265.251844329323,-0.135619548315222,0.182212493426404,-0.744293356426729,0.456699019609174,0.641107456549156
"SPATA45",2.32478498724698,-0.786201900628164,0.721631817480947,-1.08947787719868,0.275943205407548,0.464252273748048
"FLVCR1-AS1",35.650797473546,-0.421865040185546,0.297460173392445,-1.41822360746415,0.156125491657314,0.314596802166327
"FLVCR1",202.963045175726,-0.432650304970073,0.177573875945811,-2.43645244924486,0.0148321193954606,0.0543335636600781
"VASH2",9.90506128148558,0.513155895224382,0.517318966504659,0.991952602649763,0.321220646998466,0.513518692197416
"ANGEL2",520.209494586815,-0.182328904285552,0.142375608604124,-1.28061896327002,0.200327535932491,0.373362592732652
