"","1","2","3","4","5","6","7","8","9","10"
"RNF223",4.81607906382547,5.31334793524858,4.81607906382547,5.57620686800351,4.81607906382547,5.16573577131864,4.81607906382547,5.51633810875915,4.81607906382547,5.25666893423035
"C1orf159",6.69346542129961,6.73249548935019,6.27353877039688,6.68123711818714,6.30274827903295,6.33233992336037,6.59506540879187,6.30981144041486,6.58089948372344,6.37434897623246
"LINC01342",6.13008506493172,5.94141853320572,5.47904331725339,6.20087663176087,5.96418581523021,5.55163684085539,5.49798273850969,5.95866426574793,6.1157807230764,5.61342521718708
"MIR200B",5.23428680992247,5.10412202422433,5.08871492621439,5.0875435019533,4.81607906382547,5.06362548228485,4.81607906382547,5.06578374775622,5.23959868995636,4.81607906382547
"MIR200A",5.11231238852875,5.45597484320355,5.08871492621439,5.57620686800351,5.08608421811044,5.51038559614502,5.18298473902101,5.16877680639384,5.54451113922558,5.25666893423035
"MIR429",5.47392712463632,5.51592758502351,5.08871492621439,5.70368793989761,5.08608421811044,5.55163684085539,5.49798273850969,5.55792837393213,5.11608830929351,5.38342815818222
"TTLL10",5.32739178874366,5.22276240779645,5.35895397885626,5.66355443791989,5.57220030276035,5.94924544268917,5.44822325624157,6.07488916952859,4.81607906382547,5.72185813902346
"TNFRSF18",5.11231238852875,5.10412202422433,5.08871492621439,4.81607906382547,5.08608421811044,5.06362548228485,5.0758691560967,5.06578374775622,4.81607906382547,4.81607906382547
"TNFRSF4",5.4054795749485,5.51592758502351,5.2869089769425,5.0875435019533,5.28239198959975,5.46631149519781,5.33358260014232,5.24751093260907,5.33386363464051,5.17628247234937
"SDF4",10.1967695823026,9.7327223221134,9.4259124020735,9.4016680605033,10.1638304611059,9.37265008040063,10.5161628254873,9.7481372166763,10.2864646551871,9.54026649981398
"B3GALT6",7.3314968380703,7.69247978507197,7.36216288894002,7.3803707329004,7.72047272929345,7.39243418103127,7.92281180796546,7.6776819890445,7.60041265706444,7.64211368479097
"FAM132A",6.45660980473034,6.30310954122751,5.74575420039236,5.0875435019533,5.9924784288506,5.36693662431268,6.58003631866355,5.37169288389628,6.28439247708576,5.17628247234937
"UBE2J2",8.4840166936827,8.3053430227151,8.29524917851258,7.91960286392075,8.34889433860491,7.81862907465342,8.59873973505445,7.794191204108,8.39926676895058,7.93437627488761
"SCNN1D",7.18016335674691,6.97157615287996,6.33678724346207,6.02613833850456,7.01537565700784,6.38210662832276,6.66755792695071,6.11784635289119,6.93031349078043,6.03089455515589
"ACAP3",9.20784056956126,8.73564087558033,7.89268493717323,8.07936111628442,8.60278504766832,7.86115323912391,8.40840857437432,8.25670119606242,8.64950627196944,7.83038639180833
"MIR6726",4.81607906382547,4.81607906382547,4.81607906382547,4.81607906382547,4.81607906382547,5.06362548228485,5.0758691560967,4.81607906382547,4.81607906382547,4.81607906382547
"PUSL1",7.03721843017799,6.90153048312892,6.81860557577316,6.89087972242413,6.86837413768698,6.60334935172769,6.78824310617066,6.53308351638326,6.86771636059579,6.56591193723556
"CPSF3L",9.67203465635998,9.71346914114219,9.17400277143947,9.44586715997697,9.40430746552039,9.37446163219219,9.22657246943228,9.42980882496679,9.3749908825834,9.38869841519644
"MIR6727",4.81607906382547,5.10412202422433,5.08871492621439,5.19942561616294,4.81607906382547,4.81607906382547,4.81607906382547,5.06578374775622,4.81607906382547,5.07111121481876
"CPTP",8.25939553995768,8.66900512254838,7.55721111530799,7.99603540857025,8.06671726311953,8.40587615781981,8.18862258911426,8.35766577134324,8.30127293180733,8.4898727714375
"TAS1R3",5.23428680992247,5.22276240779645,5.20107498824988,5.57620686800351,5.47273653096829,5.51038559614502,5.0758691560967,5.31364241839465,5.11608830929351,5.17628247234937
"DVL1",9.13613328725706,9.4574609032808,8.32757877212188,8.8850802623067,8.77964316524255,8.94997103172403,8.78481538661658,8.78239330033913,8.91831711457208,8.87758865891764
"MIR6808",5.11231238852875,4.81607906382547,4.81607906382547,4.81607906382547,5.08608421811044,4.81607906382547,4.81607906382547,4.81607906382547,4.81607906382547,5.07111121481876
"MXRA8",8.33112309700362,7.68445039002518,7.40699219060582,6.89087972242413,8.4135763853875,7.5776604460849,8.15625365360284,7.52359081562108,8.32364075517063,7.33768274234893
"AURKAIP1",9.30910523009896,8.92545776399001,8.42890642837937,8.39262099345643,8.86818125033374,8.5154983904762,9.38743903692576,8.60480903643193,9.32351795419511,8.76162484575975
"CCNL2",10.5533797146583,9.82171426240324,10.5553015734481,10.2070591917988,10.3624361281937,9.8087049973238,10.2643172938129,9.97264458951286,10.4891217752198,10.2239700463926
"LOC148413",7.97170845830533,8.07529607147936,8.0400028935406,7.77994098562018,8.08809125346148,7.81322151935142,8.18862258911426,7.98706479326761,8.27854708912593,7.85292935040824
"MRPL20",8.7953728329652,8.498743062446,8.76120746991369,8.41833495302759,8.60278504766832,8.55452614642556,9.05538580207475,8.71398349471755,8.90730103929338,8.75867567931653
"ANKRD65",5.93699474693412,5.8719074569599,5.97484080278771,5.62118637264516,6.12293449392432,6.34917203065169,6.05233332769617,6.00681788564658,6.23106695055522,5.98186670048668
"TMEM88B",4.81607906382547,4.81607906382547,4.81607906382547,4.81607906382547,5.08608421811044,4.81607906382547,4.81607906382547,4.81607906382547,5.11608830929351,4.81607906382547
"LOC102724312",5.11231238852875,5.45597484320355,5.94543918520306,5.41957808901151,5.1973708498278,5.24380002357861,5.18298473902101,5.24751093260907,5.48219684490126,5.32417774848973
"VWA1",9.06065472039795,9.09005837368649,8.55498128317324,9.41866640537142,8.33113698970287,7.8240158005481,8.46220290802392,8.25267078878773,8.65391339303066,8.29950877219937
"ATAD3C",6.92255917869687,7.36922575832986,7.05654919586736,7.51607322819336,6.52779199526655,6.92241965788935,6.76240916263459,7.19497648438943,7.08839096775615,6.96591716952867
"ATAD3B",8.38393443032052,8.22544691231618,8.07317883144077,8.40124404955707,8.00621195610115,7.97668268734719,8.15625365360284,8.24457544945062,8.30127293180733,8.00635564288719
"ATAD3A",8.40452176062862,8.40532651654076,8.0622066395876,8.21797912302664,7.89515631695177,8.01942576527796,8.44703936648012,8.28459792559729,8.50566540190973,8.18059016838071
"TMEM240",5.4054795749485,5.10412202422433,4.81607906382547,5.28489770700511,5.41637069411338,4.81607906382547,5.18298473902101,5.16877680639384,5.11608830929351,5.07111121481876
"SSU72",9.00132013729287,8.45280060562886,8.70275413784939,8.36202183498846,8.8864618552805,8.45487712441643,9.46627410289557,8.97482954015032,9.2615191681242,8.80514806438521
"C1orf233",6.7461660556248,6.64746317027121,5.57942219624134,5.66355443791989,6.52779199526655,6.53407476442304,6.36516476561558,6.23705760579107,6.35987341451131,6.37434897623246
"MIB2",8.55471885413458,8.20891295810381,7.19760140469043,7.60215751326334,7.67137229390027,7.63425291481267,7.68253231579058,7.28690594922386,7.76646502307987,7.4617445148996
"MMP23B",5.64401780953783,5.8350463705209,4.81607906382547,5.41957808901151,5.57220030276035,5.46631149519781,5.33358260014232,5.51633810875915,5.6015235520427,5.81732154086702
"MMP23A",6.2144804723635,6.32645095791929,4.81607906382547,5.87931380077588,5.9924784288506,5.87266132741432,5.73825207267855,6.00681788564658,6.14580251318977,6.3391128431482
"CDK11B",9.21945122365953,8.72023899172996,8.8493994059618,8.67068410772672,9.05479513636467,8.29481945503619,9.27226116005254,9.12706293338093,9.63922551886455,9.37339396365444
"SLC35E2B",11.4778518659216,11.453257403304,10.6732456397109,11.1958337630253,11.6003541318565,11.4828389549996,11.0294251122696,11.3527048653191,11.1762096463372,11.3979419729872
"CDK11A",9.02137229957907,8.47135574451532,8.51151032126337,8.50084131115916,8.65355372267092,7.92761587331491,8.98127632137599,8.97968814423697,9.42468425110424,9.25727703113355
"SLC35E2",11.1127361253378,11.0711631869874,10.5982050072628,11.0965011653241,11.1952964768633,11.209543426063,10.4897460743258,10.9700940966604,11.0768102307058,11.4222746629005
"NADK",9.72994296995179,9.70764261072502,9.61067074266253,10.0538208244953,9.54110607037499,9.47917851947232,10.0590229409453,9.96288607645325,9.75205724828715,9.5471004840915
"GNB1",11.4281685362831,11.3862119940649,11.3915227484695,11.3325161526318,11.5612013774303,11.0852978465016,11.8860037410877,11.3753966203611,11.5890362933845,11.3342653153163
"CALML6",5.53549782531282,5.22276240779645,5.35895397885626,5.0875435019533,5.41637069411338,5.16573577131864,5.39390267900922,5.37169288389628,5.41291413398165,5.17628247234937
"TMEM52",5.59183669361779,5.62163585108078,5.35895397885626,5.19942561616294,5.65911145446845,5.16573577131864,6.2096680976813,4.81607906382547,5.98596208546514,5.07111121481876
"CFAP74",4.81607906382547,5.10412202422433,4.81607906382547,4.81607906382547,5.08608421811044,4.81607906382547,5.58728753781043,4.81607906382547,5.11608830929351,4.81607906382547
"GABRD",4.81607906382547,5.10412202422433,5.2869089769425,4.81607906382547,5.08608421811044,5.06362548228485,5.18298473902101,4.81607906382547,5.11608830929351,4.81607906382547
"PRKCZ",8.59551686730027,8.25258201978495,8.08947884141963,8.18832731356074,8.99711878977128,7.93756722057442,9.63719662714527,8.1652716143766,9.01382766561828,7.77238598387911
"FAAP20",7.92228975382579,7.74742429581273,7.0904544965305,7.56369269875304,7.57530245591935,7.24516542402593,7.25562324370774,7.45393151970221,7.30075646932382,7.36977240438423
"SKI",9.11141222752872,8.99102028902351,8.38573504412568,8.55587915480349,9.30378860854591,8.20747604659491,9.27653762739754,9.13796354810796,9.33997257689954,9.05616765829699
"MORN1",8.40452176062862,8.05689799115361,7.59618485533655,7.57147182230625,8.03953629574153,7.41429493567596,7.60848173973326,7.7136694540594,7.69894978464473,7.51267416723097
"LOC100129534",6.61952739943573,6.73249548935019,6.54277767521575,6.90370245123692,6.85533503487774,6.58980778196264,6.34686959519945,6.56178405381125,6.43065876250896,6.47401908523506
"RER1",10.2128054956391,10.2863666128598,10.4478466394154,10.1686828012608,10.3339473279919,9.94282994548153,10.56322545718,9.87064572760063,10.164141375372,10.0437857231039
"PEX10",8.56388641723548,8.65286407488116,7.59618485533655,7.8259082055043,8.07209117882586,7.81862907465342,8.25994376818135,7.67159242775429,8.07569758713715,7.78418030371036
"PLCH2",8.88936395167633,9.21321359544338,7.84850742773098,7.27856791768032,8.4386477024068,7.13425158015695,7.77754487259333,6.83989439992665,8.4509251192034,6.48983540834666
"PANK4",8.36304472682881,7.90724647294942,7.70692716404477,8.19828037631253,8.03403666920444,8.02409590682659,8.34433101283468,8.23643362899392,8.17151810871179,8.09380458063219
"HES5",5.23428680992247,4.81607906382547,4.81607906382547,4.81607906382547,4.81607906382547,4.81607906382547,5.0758691560967,4.81607906382547,4.81607906382547,5.25666893423035
"LOC115110",7.10410755221795,6.9578659066546,6.55983799752134,7.53212994636278,7.24846958276969,7.24516542402593,7.32539942866399,8.43428241176124,7.03308623128795,7.01849630312546
"TNFRSF14",10.0470571414434,9.53411561666649,8.8745200871045,8.99416212900223,9.9142837879736,9.1537736761735,9.41484708440247,9.07355566253096,9.60107657332555,8.66409740068588
"LOC100996583",5.23428680992247,5.22276240779645,5.08871492621439,5.74188019835383,5.08608421811044,5.06362548228485,5.39390267900922,6.03003000843236,4.81607906382547,5.17628247234937
"FAM213B",8.6864096152862,8.81025688384536,7.63409015975763,9.0795700390836,8.44278366223479,8.59874881402736,8.11351764232094,8.75712146949322,8.45598934082685,8.55602388924835
"MMEL1",5.64401780953783,5.62163585108078,5.62458263983923,6.33077710674125,5.35376059428097,6.28027598596455,5.39390267900922,5.93364602429914,5.48219684490126,5.75491156839604
"TTC34",5.64401780953783,5.31334793524858,5.2869089769425,5.19942561616294,5.57220030276035,5.30937294376796,5.26484545155565,5.24751093260907,5.33386363464051,5.43679276787262
"LINC00982",9.94426060302531,10.3624552253722,9.16894164650067,10.5090361837892,9.47433269102249,10.6770072304925,8.69159610206654,10.6413856060013,9.95777689651073,11.1797994930246
"PRDM16",8.20164208613566,8.65286407488116,7.72805422730535,8.34423631664736,8.20508832106682,8.27543563745805,8.37272085618627,9.75945894446674,8.78017876553278,9.24891219941302
"MIR4251",5.23428680992247,4.81607906382547,5.08871492621439,5.41957808901151,5.28239198959975,5.30937294376796,5.0758691560967,5.88149963500382,5.33386363464051,5.75491156839604
"ARHGEF16",9.01804968207826,9.277620192886,8.18351769903588,9.58973310322642,8.81826044445625,8.80947217176282,9.13058892769189,8.85298983270695,8.98967008333961,8.61924303638114
"MEGF6",8.5315388238294,8.16385494818992,6.88558380592564,7.59454971769629,8.0174078612062,7.59043816726614,7.30828985137235,7.87560595679171,7.86198334723444,7.40884935741708
"MIR551A",5.11231238852875,4.81607906382547,5.08871492621439,4.81607906382547,4.81607906382547,4.81607906382547,4.81607906382547,4.81607906382547,4.81607906382547,4.81607906382547
"TPRG1L",10.1760987066674,9.99113269817582,9.21386213834841,8.90636426361798,10.3003602997297,8.9812595525445,10.5736711667107,8.94284077551251,10.096435585008,8.79078690730283
"WRAP73",7.63626843244464,7.21950083250695,7.50894071815466,7.31647710303552,7.51268165749888,7.16067540772421,7.53754175724995,7.30296741554324,7.50430239339466,7.23658559284801
"TP73",5.32739178874366,5.10412202422433,4.81607906382547,4.81607906382547,4.81607906382547,4.81607906382547,5.26484545155565,5.06578374775622,4.81607906382547,4.81607906382547
"TP73-AS1",8.84501738767549,8.498743062446,8.63446435965959,8.53646571849089,9.06284851477471,8.59251456769071,8.57455054502917,8.61109821905844,8.61826971370439,8.46107425771441
"CCDC27",4.81607906382547,4.81607906382547,4.81607906382547,4.81607906382547,4.81607906382547,5.06362548228485,4.81607906382547,4.81607906382547,4.81607906382547,5.07111121481876
"SMIM1",6.18708651948729,6.12410202410782,5.81748293656863,5.70368793989761,6.14713634990478,5.69601289851512,5.8353148874427,5.59712726486525,6.20339340237278,5.53102040292729
"LRRC47",9.32799302188872,9.18270020865008,8.59716667489437,8.97989751966717,9.25779175178723,8.62035675409398,9.24851030203219,8.84501951399878,9.21468699144656,8.64823918123621
"CEP104",9.75406500268083,9.52971784417156,9.5182769459495,9.5146667343027,9.77932370177267,9.16638422319468,10.092107931982,9.57630605292826,9.98241520929228,9.54539502916645
"DFFB",7.41686298313291,7.20814246807121,7.06794789385921,7.23956394755179,7.5521516942476,7.03259833943324,6.9780317522906,6.76996699652499,7.24170753454378,7.0789322292402
"C1orf174",8.15976648354043,7.89344792636559,7.9887275140961,7.60215751326334,8.294942194812,7.91759351801378,8.10868845402642,7.85969739335174,7.90740487328557,7.9131151700712
"LINC01134",6.41212762562206,6.00614397723082,5.62458263983923,5.74188019835383,6.01996925043882,5.66246700648617,5.66650381152342,6.00681788564658,6.08486098498857,5.57344533427507
"AJAP1",7.70509065407733,7.38932705682099,6.65745364439955,7.20955096719827,7.6352064806174,7.30130174054537,7.68253231579058,9.42625919754632,8.42015561811689,7.73639267372326
"MIR4689",4.81607906382547,5.10412202422433,4.81607906382547,5.0875435019533,4.81607906382547,5.06362548228485,4.81607906382547,5.06578374775622,4.81607906382547,5.17628247234937
"NPHP4",8.25939553995768,7.80767565421468,7.77613941481312,7.61724873802958,8.30862357060188,7.52533267902687,7.68253231579058,7.64696348359235,8.19601071153634,7.63559486269471
"KCNAB2",10.2570605711926,9.395955507827,9.0988104161275,6.46554550437192,10.2729154923703,6.94315743803347,11.2462299478118,6.87347111443399,10.9761926328287,6.70510511202522
"CHD5",6.18708651948729,5.97432662608898,5.91509205967805,6.15387631537716,6.34344750783388,6.22564260780781,6.16707547858797,6.58981796068349,6.31012070297386,5.95638974690181
"RPL22",11.2866505428914,11.3493041183441,11.2239136124089,11.4040318363236,11.3217263380483,11.4752747698002,11.4168899008922,11.1960700787227,11.1784947749572,11.2805026484828
"LOC102724450",6.18708651948729,5.57080007994072,5.53113784400155,5.62118637264516,5.41637069411338,5.24380002357861,5.77186318793491,5.79713299533882,5.65432227710425,5.78669174731566
"RNF207",8.90384620042017,8.54762605595108,8.74426191780229,8.83520967913207,8.83718529166212,8.46857316547621,8.45464131788752,9.04139612381961,8.3780666520821,8.42796431206241
"ICMT",10.5647809861983,10.8851206560484,10.683021377232,10.8189599734941,10.889140122379,10.6451450362872,11.2204305066055,10.6828249202131,10.931728152302,10.9324881384605
"LINC00337",4.81607906382547,5.31334793524858,4.81607906382547,4.81607906382547,5.08608421811044,5.30937294376796,5.33358260014232,5.24751093260907,5.48219684490126,5.17628247234937
"GPR153",6.2144804723635,6.8724145446184,6.10990872282236,6.05300448724533,6.95613208167327,6.54825138717727,7.10416448808994,6.48869929071354,6.60090495503439,5.95638974690181
"ACOT7",10.2598696043928,9.581624088951,7.75573418818762,7.03698172109401,10.3580897197546,7.23695173362595,8.68838165763457,6.70858315114156,9.95955082083632,6.69187180942958
"HES2",5.4054795749485,6.30310954122751,5.94543918520306,5.87931380077588,6.40188413695535,6.28027598596455,6.09977579750616,5.90794144577111,5.9139513296208,5.38342815818222
"ESPN",9.70747030096453,8.68496587843034,7.23816626607455,6.95375908508141,9.4662692321829,6.89067636166074,9.59675900237156,6.79370664886586,9.42981659524062,6.63747906712428
"TNFRSF25",7.18016335674691,6.88705478452801,6.10990872282236,7.25920696667597,6.89406201836021,6.7788080871824,6.27056454810753,6.74577235230485,6.62058727770875,6.3391128431482
"PLEKHG5",8.5593099992173,8.25258201978495,6.73327939352227,8.3839453486172,8.25780039939372,8.03801419662964,7.32539942866399,7.90172553086239,7.82297381739659,7.66148828289338
"NOL9",9.3226217931277,9.25913135706744,9.22365648982624,9.21961785088772,9.45612591132838,9.21372398054387,9.34328484711324,9.33454467553747,9.35083859018878,9.47725409778131
"TAS1R1",5.11231238852875,4.81607906382547,4.81607906382547,5.0875435019533,4.81607906382547,5.16573577131864,5.0758691560967,5.37169288389628,4.81607906382547,5.25666893423035
"ZBTB48",8.73180865761073,8.33608342651904,8.33668223940703,8.23257553247233,8.62476440918507,8.10561746956927,8.38869270016362,7.92227665646526,8.45598934082685,7.84170324983958
"KLHL21",9.85787569069886,10.427661439476,8.78790966308743,9.32709508685855,9.98083863816386,10.0372433070501,9.49039433052564,9.50408028143899,9.59880070779242,9.85027962598741
"PHF13",8.09135023382086,8.05071159691627,7.81607644847686,8.14780017472646,8.23885836846107,7.88194073989234,7.74031384618544,8.14799470033948,8.04225629972481,7.95532042017291
"THAP3",7.84853010390833,8.04449794968632,7.52521955723081,8.01874161010469,7.87061368607013,7.69453658042188,7.50065441122086,7.47520288715185,7.57227595901317,7.62904523393247
"DNAJC11",10.3937675331064,10.4323761913234,9.82506191775861,10.1202022671578,10.545585872865,10.4513741860703,10.762033625066,10.7100468824276,10.6989663504533,11.0337628134606
"CAMTA1",9.07030952595345,8.86377211933836,9.51230046669343,8.84784108333175,8.94576560456533,8.66261589130822,9.24414945699317,8.92279453949499,9.11617574713324,8.74681783352105
"VAMP3",10.116901043619,10.165543307865,10.0228748779981,10.2058370643324,10.0417454698373,10.1118152975363,10.3569464645417,9.83764782746818,10.023695953051,9.8181676825734
"PER3",9.93021815809325,9.90042712081211,8.28116507104103,8.84153930999844,9.86150044346526,10.2610907980698,8.76969464599554,9.42270078554889,8.6972527597669,9.52995426278012
"TNFRSF9",5.4054795749485,5.10412202422433,5.35895397885626,5.19942561616294,5.35376059428097,5.24380002357861,5.18298473902101,5.24751093260907,5.41291413398165,5.4856831445343
"PARK7",10.1106896712048,9.64397958527445,9.75596201880787,9.29752715796474,10.0376735456827,9.59553671039059,10.4487176477231,9.8562197206008,10.1440056105148,9.77953386621108
"ERRFI1",8.44482390184795,8.21444573918035,9.43436707852305,8.42680404981309,10.5282831754574,8.90799677591388,10.0945287122309,8.88702432156417,8.42015561811689,8.62573769028626
"LOC102724539",4.81607906382547,4.81607906382547,4.81607906382547,4.81607906382547,5.08608421811044,5.06362548228485,5.44822325624157,4.81607906382547,4.81607906382547,5.17628247234937
"SLC45A1",6.78010940819949,6.03695826779411,5.88371674945448,5.87931380077588,6.5106061484005,5.92441418478519,7.05306883679642,5.85426298978176,6.8352369025128,5.84690504273887
"RERE",11.5507421905269,11.339927672915,11.5205142037699,11.5033276318446,11.8901563513966,10.8442702484835,11.4783933193763,11.4739544497117,11.6190679508019,11.2825489430821
"LOC102724552",5.32739178874366,5.38934343889442,5.66711973450707,5.35664158291551,5.08608421811044,5.24380002357861,5.26484545155565,5.42398463545902,5.65432227710425,5.25666893423035
"ENO1",13.4715176233546,14.2302072936763,14.0047904467812,14.110651545943,13.4367109766119,14.3537161691026,14.0644522679914,14.1506208040246,13.6019375992254,14.2155250887202
"MIR6728",5.23428680992247,5.38934343889442,5.53113784400155,5.41957808901151,5.41637069411338,5.41879300871396,5.33358260014232,5.73589656872927,5.33386363464051,5.25666893423035
"ENO1-AS1",5.32739178874366,5.31334793524858,5.20107498824988,4.81607906382547,4.81607906382547,5.46631149519781,5.33358260014232,5.16877680639384,5.23959868995636,5.07111121481876
"SLC2A7",5.11231238852875,5.10412202422433,4.81607906382547,4.81607906382547,5.08608421811044,5.46631149519781,4.81607906382547,4.81607906382547,5.23959868995636,4.81607906382547
"SLC2A5",9.03458632938485,9.00378053452657,7.54130816147691,5.8133318369712,10.0212697698599,8.32529341333601,8.98912286202728,5.90794144577111,9.01724576701375,5.78669174731566
"GPR157",6.06977821877293,6.37173411008278,6.0843097446381,6.07916931520411,6.36326032319529,6.1681090727794,6.09977579750616,5.98304140922992,6.20339340237278,6.16508235013195
"MIR34A",5.11231238852875,4.81607906382547,4.81607906382547,5.28489770700511,4.81607906382547,5.16573577131864,5.0758691560967,4.81607906382547,4.81607906382547,5.07111121481876
