"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ZNF697",0.80254772,0.41308614,3.8245620014946,0.00165304702344706,0.00903704104455903,-1.67680400613223
"ID3",-0.7399984,-0.2470208,-3.81624925684712,0.00168139381946011,0.00918401010524948,-1.69374739634228
"DPP6",0.896066,0.263327,3.81398796681991,0.00168918955079469,0.00921856836590213,-1.6983564448523
"TNKS1BP1",-0.70799,-0.270125,-3.81181467396681,0.00169671633010849,0.00925160007624749,-1.70278612749817
"POU2F3",-1.049762,0.026575,-3.81081216142841,0.001700199750065,0.00926254655504163,-1.7048294815364
"B3GNT5",-0.827006,-0.040917,-3.80775820777101,0.00171085588552981,0.00931099343291806,-1.71105413835159
"CGNL1",1.042706,0.721367,3.80741442561997,0.00171205965927142,0.00931099343291806,-1.71175484383514
"LRRC61",-0.86519,0.068805,-3.80390913068278,0.0017243826057126,0.00936989197701495,-1.71889940796134
"PIK3R4",0.93958,0.24831,3.80124041178201,0.00173382459215032,0.00941304769925209,-1.72433882256846
"DOK5",-1.08618,0.03663,-3.79415923104287,0.0017591318608522,0.00954218803691304,-1.73877165053874
"LPHN2",0.7987482,0.2165659,3.79162771034738,0.00176826945278985,0.0095834707130476,-1.74393133448452
"CPN2",0.82114,0.24043,3.78954580484913,0.00177582005397855,0.00961608857529715,-1.74817460151931
"AMACR",1.257914,0.514683,3.78736273069017,0.0017837725423804,0.00965082454825809,-1.75262404396714
"PGK1",0.834634,0.139303,3.78140756032376,0.00180564931514937,0.009760770974916,-1.76476146936862
"ISG15",-0.86048,-0.1625,-3.78080352027431,0.00180788337888893,0.00976443725121076,-1.76599257129833
"JUN",-1.1896,-0.03424,-3.77930572256902,0.00181343508314827,0.00978600050029107,-1.76904524253041
"FAM213A",-1.024616,0.210818,-3.77401251936131,0.00183319299785742,0.00987746505665456,-1.77983323508128
"DPYSL3",-1.16768,-0.17212,-3.77392220476512,0.00183353199346759,0.00987746505665456,-1.78001730211481
"PVALB",0.726592,0.141124,3.7729555459506,0.00183716431016658,0.00988268766979219,-1.78198741205851
"HBB",-1.22416,-0.51032,-3.77282622040074,0.00183765081431604,0.00988268766979219,-1.78225098493899
"SCUBE3",1.09264,0.10006,3.77059355479529,0.00184607031146497,0.00991946684482376,-1.78680126554884
"CLCN5",0.8541,0.66221,3.76866705580732,0.00185336652339976,0.0099501525242574,-1.79072753280379
"HIST1H4H",-1.296712,-0.030544,-3.76403128944306,0.00187104301596328,0.0100337685875854,-1.8001752503959
"SHISA3",-0.9148,0.47192,-3.76374537383508,0.00187213878522348,0.0100337685875854,-1.80075794200676
"HMGN3",0.908991,0.1273445,3.76255779747868,0.00187669709710587,0.0100496168783587,-1.80317819664243
"ETFB",0.834176,0.238666,3.76105348950661,0.00188248721132725,0.0100720287623954,-1.80624392523821
"IMPAD1",-0.856154,0.207543,-3.75878740355767,0.00189124347194618,0.0101102589692796,-1.8108620921563
"CFHR1",0.860992,-0.014742,3.75799190531545,0.00189432704922319,0.0101181247327019,-1.81248326527339
"PTPRG",0.81602,0.21733,3.75541268266387,0.00190435977735498,0.0101630628934352,-1.81773950915873
"SLC25A44",0.9165075,0.20349625,3.74986199081329,0.00192613320194691,0.0102705284413074,-1.82905113371522
"ACBD4",1.0101014,0.1861853,3.74876941060129,0.0019304485034258,0.0102848003459256,-1.83127763867698
"HIST1H2AC",-1.157012,0.089306,-3.74785108605477,0.0019340830994003,0.0102930247385159,-1.83314902809498
"COL21A1",-1.088242,-0.434399,-3.74755098855589,0.00193527233770694,0.0102930247385159,-1.83376057378103
"ODF1",0.88738,0.20561,3.74123382292171,0.00196047813886408,0.0104182563924733,-1.8466336006824
"GCLC",0.9566,-0.02022,3.73643307100581,0.00197985456928322,0.0105123242612703,-1.85641617937709
"SOX17",-1.231028,-0.053774,-3.7345304641133,0.00198758705487971,0.0105390234355387,-1.86029307439571
